facility_name,x,y,address
Priors Tap & Tavern / Princess Lanes at Caste Village ,-80.0009505,40.359366,540 Weyman Road PA 15236
Houlihan's,-80.0512875,40.356873,1500 Washington Road PA 15228
Sanremo,-80.004015,40.43826,10 Market Street PA 15222
Chipotle Mexican Grill #3509,-80.2222425,40.517235,927 Brodhead  Road PA 15108
New Saigon,-80.034858,40.395582,1429 Potomac Avenue PA 15216
Affinity Group ,-79.8734565,40.488984,1343 Old Freeport  Road PA 15238
Etna Slice House,-79.9437015,40.497057,376 Butler Street PA 15223
Handel's Homemade Ice Cream,-80.025084,40.568994,9020 Saint Simon Way PA 15237
Mike & Tony's Gyros,-79.9970805,40.443444,927 Liberty Avenue PA 15222
Greer Cabaret Theater & Club Car Bar,-80.0010315,40.443228,655 Penn Avenue PA 15222
My Thai ,-80.0374545,40.392864,3024 West Liberty  Avenue PA 15216
Bella Notte,-79.9839585,40.450878,1914 Penn Avenue PA 15222
Five Points Artisan Bakeshop / Coffee Shop,-79.916742,40.444362,6524 Wilkins Avenue PA 15217
The Woods House Pub & Restaurant,-79.9446195,40.414707,4604 Monongahela  Street PA 15207
Jo-Lynn Pizzaria,-79.8574725,40.323843,3116 Liberty Way PA 15133
Starbucks Coffee #788,-80.0534115,40.622616,11354 Perry Highway PA 15090
CMU / Resnik House Tartans Pavilion / Tahini,-79.9401735,40.442553,5125 Margaret Morrison Street PA 15213
Hunan Palace,-79.8487425,40.415562,2360 Ardmore Boulevard PA 15221
Yinz Coffee ,-80.006337,40.439106,11 Stanwix Street PA 15222
Krazy Karen's Cafe & Galleria,-79.9325235,40.494717,1000 Canal  Street PA 15215
Trace Brewing,-79.9532595,40.464036,4312-4314 Main Street PA 15224
Macy's #620 Café ,-80.008488,40.5414,1004 Ross Park Mall Drive PA 15237
Cafe TU Y YO,-79.9141455,40.550508,3447 Harts Run Road PA 15116
Piccolo Forno,-79.9644375,40.467096,3801 Butler St PA 15201
Jersey Mike's Subs,-80.1035865,40.36824,1155 Washington Pike PA 15017
The Milk Shake Factory ,-80.0001135,40.440438,314 5th Avenue PA 15222
Narcisi Winery & Restaurant,-79.8942285,40.609188,4578 Gibsonia Road PA 15044
Chengdu Gourmet,-79.922385,40.429368,5840 Forward Avenue PA 15217
Al's Fish & Chicken,-79.8600105,40.383657,1021 Duquesne Boulevard PA 15110
Meglio's Pizza & Sandwiches,-79.780257,40.448817,500 Garden City Drive PA 15146
Wai Wai Chinese Cuisine,-79.9491645,40.462056,4717  Liberty  Avenue PA 15224
Salud Juicery,-80.1082575,40.328298,1433 Hastings Crescent PA 15017
Barnyard Coffee and Creamery,-79.8309495,40.605219,942 Little Deer Creek Valley Road PA 15076
Pinheads at Lokay Lanes,-79.7683455,40.399317,2127 Mosside Boulevard PA 15146
Leone's Pizza,-79.842366,40.519341,608  Allegheny River  Boulevard PA 15139
Alta Via Pizzeria,-79.9169985,40.457358,6425 Penn Avenue PA 15206
Bar 21,-79.9776315,40.41693,2100 Spring Street PA 15210
Caffe Mona La Bistro - Strip District,-79.983693,40.451571,2019 Penn Avenue PA 15222
Rita's Italian Ice,-80.014743,40.383126,427 McNeilly Road PA 15226
El Sabor Latin Kitchen on Penn,-79.9548795,40.465575,4100 Penn Avenue PA 15224
Panera Bread #4003025,-79.9567065,40.441518,3800 Forbes  Avenue PA 15213
Adesso Cafe,-80.1819405,40.541085,441 1/2 Walnut Street PA 15143
Ruby's Winehouse,-80.1980235,40.453227,3069 Cliff Mine Road PA 15108
Millie's Scoop Shop,-79.925418,40.45788,232 Highland Avenue PA 15206
Urban Air Adventure Park,-80.180946,40.446864,800 Chauvet Drive PA 15275
Wallace's Whiskey Room & Kitchen @ Hotel Indigo,-79.9248285,40.462254,123 Highland  Avenue PA 15206
Villa Fresh Italian Kitchen #4803,-80.0556525,40.342446,301 South Hills Village PA 15241
Sonic Drive-In #5965,-80.1096615,40.365459,1027 Washington Pike PA 15017
Garletto's Diner,-79.888716,40.308498,432 State  Street PA 15025
Panera Bread #4003029,-80.012862,40.537206,7217 McKnight Road PA 15237
AVI Dining at MEPPI / The Electric Grill,-80.112852,40.666626,530 Keystone Drive PA 15086
The Warhol Cafe ,-80.0024715,40.448376,117 Sandusky  Street PA 15212
Thai Terrace,-79.884036,40.430466,247 Edgewood  Avenue PA 15218
Auntie Anne's Pretzels Pa 253 Kiosk ,-80.0556525,40.342446,301 South Hills Village Upper Level PA 15241
Auntie Anne's PA #227,-80.157114,40.454541,100 Robinson Centre Drive PA 15205
McDonald's #4620,-80.053371,40.427406,1 Poplar Street PA 15205
Jimmy John's #215,-79.9572195,40.441959,115 Oakland Avenue PA 15213
"LEVEL 20 Restaurant, Bar, & Banquet",-80.024058,40.336551,1033 Paxton  Drive PA 15102
Geppetto Cafe,-79.9492095,40.462074,4715 Liberty Avenue PA 15224
The Coffee Village,-79.99893,40.44285,801 Liberty Avenue PA 15222
Ladles,-79.785864,40.54104,516 Pittsburgh Street PA 15144
The Oven Pizza Company,-80.0563635,40.633335,2000 Village Run Road PA 15090
PNC Park / The Market #117,-80.0059815,40.446981,115 Federal Street PA 15212
Elly's,-80.084853,40.396491,1201 Washington Avenue PA 15106
Dunkin Donuts #359832,-79.952094,40.451688,4560 Centre Avenue PA 15213
Alex's Pit Stop II ,-79.886664,40.44987,522  Rosedale  Street PA 15221
Jimmy John's #1491,-79.997031,40.439943,501 Grant Street PA 15219
Five Guys Burgers & Fries #1926,-79.940718,40.457448,5207 Liberty Avenue PA 15224
SHAY & BAEEE,-80.065305,40.465998,824 Chartiers  Avenue PA 15136
Churn in Southside,-79.9775055,40.428306,2000 Carson Street PA 15203
Auntie Anne's Pretzels Pa 217 Lower Level,-80.0556525,40.342446,301 South Hills Village PA 15241
Faster Fitness Build Bar,-80.143344,40.435785,4898 Campbells Run Road PA 15205
The Pub @ 333,-79.8438375,40.515903,333 Allegheny  Avenue PA 15139
Jolina’s Mediterranean Cuisine 2,-79.959078,40.441014,3524 5th Avenue PA 15213
Tepache Mexican Kitchen & Bar,-80.09703,40.671243,926 Sheraton Drive PA 16046
Yinz Coffee Friendship,-79.9353495,40.458204,5607 Baum Boulevard PA 15206
Square Cafe,-79.9253055,40.460022,134 Highland Avenue PA 15206
Foster’s Restaurant & Catering,-80.060346,40.420836,680 Andersen Drive / Bldg 10 PA 15220
Wyndham Grand / The Ground Stop,-80.0064045,40.441734,600 Commonwealth Place PA 15222
Panera Bread #4003050,-79.91505,40.45671,132 Bakery Square  Boulevard PA 15206
Subway,-80.0552025,40.426794,2351 Noblestown  Road PA 15205
Carson Street Deli & Craft Beer Bar,-79.9830855,40.42899,1507 Carson Street PA 15203
Highmark Stadium / Riverhounds Concession #2,-80.0103285,40.436532,510 Station Square  Drive PA 15219
Hoffstot's,-79.84341,40.518648,533 Allegheny  Avenue PA 15139
Fish and Chicken Stop,-79.848738,40.341105,2314  Bailie  Avenue PA 15132
Chick-Fil-A #03804,-80.0603055,40.63347,12101 Perry Highway PA 15090
Subway Sandwiches and Salads,-79.706385,40.462263,930 Presque Isle Drive PA 15239
Clark’s Restaurant,-80.0385885,40.58532,75 Blazier Drive PA 15237
The Bistro at Black Dog Wine Company,-80.196669,40.440951,7425 Steubenville  Pike PA 15071
Scoops on Beverly,-80.049879,40.388436,311 Beverly Road PA 15216
Center Avenue Slice,-80.02233,40.51575,332 Center Avenue PA 15229
BNY Client Services Center Cafeteria,-79.99488,40.439718,500 Ross Street PA 15219
Subway Sandwiches & Salads #11657,-80.098929,40.47525,588 Pine Hollow  Road PA 15136
Shaler Shack @ Crawford Pool,-79.9660935,40.522401,27 Meyer Road PA 15116
Rear End Gastropub & Garage,-79.944192,40.497507,399 Butler Street PA 15223
KLVN Coffee Lab,-79.910757,40.457691,6600 Hamilton Avenue PA 15206
The New Hazlett Theater,-80.005302,40.453074,6 Allegheny Square East PA 15212
Pittsburgh Sports Bar ,-80.0187075,40.365306,3630 Library Road PA 15234
876 Island Spice,-79.8848235,40.455198,7930 Frankstown Avenue PA 15221
Brooklyn Bagel at Arsenal,-79.963587,40.467987,3915 Butler Street PA 15201
Subway Sandwiches & Salads,-80.2095525,40.505832,1136 Thorn Run Road PA 15108
Dairy Queen ,-80.0276265,40.346424,4846 Library Road PA 15102
Burger King #11672,-80.182197,40.450347,415 Home  Drive PA 15275
Aiello's Pizza,-79.962885,40.544541,580 Burchfield Road PA 15101
Picasso Pizza & Pasta,-80.100945,40.476672,1770 Pine Hollow Road PA 15136
The Cro’s Nest Catering Club,-79.8685605,40.350303,501 Joe Bendel Way PA 15132
Duquesne Club,-79.998471,40.44213,325 6th Avenue PA 15222
Time Out Time Eat,-80.0346375,40.368717,300 Mt. Lebanon Boulevard PA 15234
Abby's Jamaican & American Fusion Cuisine ,-79.971579,40.444983,2408 Reed Street PA 15219
McDonald's #1102,-80.037846,40.368618,225 Mt Lebanon Boulevard PA 15234
Chick-Fil-A #01477,-79.907886,40.412691,480 Waterfront  Drive PA 15120
The Hole Tavern,-79.950519,40.464846,4501 Torley Street PA 15224
Popie Redd's,-79.855749,40.413987,270 Yost Boulevard PA 15221
Shrodi's Cucina di Maria,-79.777089,40.475934,7625 Saltsburg Road PA 15239
Government Center Bar & Coffee,-79.9982505,40.454676,719 East  Street PA 15212
Starbucks Coffee #784,-80.002224,40.440267,7 Market Square PA 15222
Scoops In Bloomfield,-79.946892,40.460292,4806 Liberty  Avenue PA 15224
Yukiyama,-79.92288,40.433112,2121 Murray  Avenue PA 15217
Cork Harbour Pub,-79.9608105,40.471308,181 43rd Street PA 15201
Del's Plum Creamery,-79.778448,40.489731,335 Unity Center Road PA 15239
Chick-Fil-A #02090,-79.9464375,40.335048,461 Clairton Boulevard PA 15236
Kuhn's Cafe,-80.0077905,40.525416,4801 McKnight Road PA 15237
Riverview Cafe @ Carnegie Science Center,-80.018127,40.445694,1 Allegheny  Avenue PA 15212
Domino's Pizza #4418,-79.988427,40.428891,1001 Carson Street PA 15203
Benze's Blue Goose Saloon,-79.9583445,40.512429,605 Mt Royal Boulevard PA 15223
Nak Won Garden,-79.9361505,40.456503,5504 Centre  Avenue PA 15232
One by Spork,-79.9353,40.46463,5430 Penn Avenue PA 15206
Bruster's #373,-79.947567,40.60413,4937 Route 8 PA 15044
Bertrand ,-80.062659,40.394097,1910 Cochran Road PA 15220
Iron Born Pizza,-79.9736355,40.480002,413 Grant Avenue PA 15209
Taco Bell #033753,-79.840386,40.537053,2603 Freeport Rd PA 15238
Badamo's Pizza ,-80.0065125,40.455828,1106 Federal Street PA 15212
Starbucks Coffee #760,-80.0261865,40.337505,5110 A Library Road PA 15102
Petersen Events Ctr / Chick-Fil-A,-79.9623,40.443939,3719 Terrace Street PA 15261
Duquesne UPMC Cooper Fieldhouse / Main Concession,-79.987887,40.437477,1304 Forbes Avenue PA 15282
Wildwood Golf Club Pool Bar & Snack Bar,-79.9845615,40.577562,2195 Sample Road PA 15101
Taipei,-79.880643,40.487607,1124 Freeport Road PA 15238
BeanThru,-80.054964,40.486635,4221 Ohio River  Boulevard PA 15202
Thermo Fisher Cafe,-80.213346,40.46967,300 Industry  Drive PA 15275
Jersey Mike's Subs #8067,-79.944093,40.33161,619 Clairton Boulevard PA 15236
Taco Bell #040045,-79.848702,40.416777,2300 Ardmore Boulevard PA 15221
Piada Italian Street Food,-80.174619,40.449951,200 McHolme Road PA 15275
Pizza Bari,-79.9961085,40.443687,955 Liberty Avenue PA 15222
Alihan's Coffee and Breakfast,-80.00217,40.443354,129 6th Street PA 15222
Cafe Bon Appetit @ Aurora Tech Pit 5,-79.9681905,40.46724,85 36th Street PA 15201
Blaze Pizza ,-79.7764095,40.438125,3939 William Penn Highway PA 15146
World Class Tavern/The Family's Kitchen,-79.837776,40.453578,625 Long Road PA 15235
Kingfly Spirits,-79.979022,40.455999,2613 Smallman Street PA 15222
The Original Big Shot Bob's House of Wings,-80.097489,40.475781,1734 Pine Hollow Road PA 15136
Angelo's Pizzeria,-79.9596225,40.522149,1410 Mount Royal Boulevard PA 15116
Tastefully Blessed Kitchen & Smokehouse,-79.77573,40.541598,950 Pittsburgh Street PA 15144
Mexican Sazon Lichita,-80.0301105,40.405374,2102-A Broadway Avenue PA 15216
"Beer, Lime & Sunshine",-80.0012475,40.439772,411 Wood Street PA 15222
Pitt Eats / Big Idea Center / Saxbys,-79.958313,40.440744,3601 Forbes Avenue PA 15213
Domino's Pizza #4713 ,-80.160453,40.449186,6518 Steubenville  Pike PA 15205
Moderation,-79.986825,40.394907,2002 Brownsville Road PA 15210
GQT Movies Pittsburgh Mills,-79.797834,40.572945,590 Pittsburgh Mills  Circle PA 15084
Tocayo Taqueria & Tequila,-79.9321095,40.451283,810 Ivy Street PA 15232
James Street Tavern,-79.8095385,40.41891,1224 James Street PA 15146
Three Good Brothers Chicken & Fish,-79.887123,40.293009,540 St Clair Avenue PA 15025
Fox's Pizza,-79.8428025,40.515687,314 Allegheny River Boulevard PA 15139
Pheasant Ridge Golf Course Restaurant,-79.881129,40.672224,6065 Rittman Road PA 15044
Blaze Pizza #1322,-80.120493,40.358043,160 Millers Run Road PA 15017
Cafe at Rossi's,-79.8222735,40.389615,200 Loews Drive PA 15137
Molly’s Pizza,-80.035911,40.396959,1525 Potomac Avenue PA 15216
Mediterra Cafe,-80.0495505,40.389048,292 Beverly Road PA 15216
Thunderbird Cafe & Music Hall,-79.961661,40.469427,4053 Butler  Street PA 15201
Friendship Perk & Brew,-79.9406685,40.461993,300 Pacific Avenue PA 15224
Starbucks Coffee #65871,-79.752483,40.434606,4301 Northern Pike PA 15146
Visionz,-79.8619545,40.467942,4343 Verona Road PA 15147
The Dream BBQ,-79.891065,40.452849,7600 Hamilton  Avenue PA 15208
Row House Cinema / Bierport Taproom,-79.961031,40.469949,4115 Butler Street PA 15201
Kingview Meadhouse & Winery,-80.046288,40.393359,101 Beverly Road PA 15216
Eat'n Park #7,-79.8560325,40.352454,805 Lysle Boulevard PA 15132
Eat'n Park #80,-79.824186,40.385169,299 Lincoln Highway PA 15137
Sincerely Yogurt,-80.1085545,40.365558,1025 Washington Pike PA 15017
Deutschtown Market,-80.0001495,40.453371,509 Ohio Street PA 15222
Watami Hibachi Steakhouse,-79.9488135,40.348557,2033 Lebanon Church  Road PA 15122
Scoops In Bellevue,-80.0581275,40.497066,600 Lincoln Avenue PA 15202
KFC / Taco Bell #J089008,-80.037153,40.584924,85 Blazier Drive PA 15237
SoFresh,-80.003232,40.439241,5 PPG Place PA 15222
Taste of India,-79.95348,40.465719,4320 Penn Avenue PA 15224
Caffe d’ Amore,-79.9520985,40.482234,5308 Butler Street PA 15201
Maxx'd Out Ryders Clubhouse,-79.874838,40.293522,511 State Street PA 15025
Duo's Taqueria,-79.9266465,40.461849,5906 Penn Avenue PA 15206
Pittsburgh Street Dogs,-79.7844195,40.541355,551 Pittsburgh Street PA 15144
Big Shot Bob’s House of Wings,-80.082936,40.398804,1006 Washington Avenue PA 15106
Nrgize Lifestyle Cafe #2652/La Fitness,-80.1035865,40.36824,1155 Washington Pike Road PA 15017
South Hills Country Club Clubhouse,-79.9855425,40.360941,4305 Brownsville Road PA 15236
Bob Evans Restaurant #141,-80.012088,40.541769,7412 McKnight Road PA 15237
Kennywood / Millie's,-79.8650325,40.38543,4800 Kennywood Boulevard PA 15122
Chief's Cafe,-79.948449,40.44555,305-307 Craig Street PA 15213
Charlie Murdoch's,-79.9881975,40.428918,1005 Carson Street PA 15203
Apis Mead & Winery,-80.0874855,40.407714,206 Mary Street PA 15106
Bambino’s Pizzeria,-80.0352045,40.394574,2928 West Liberty Avenue PA 15216
Mm! Mm! Pizza,-79.9952895,40.348989,5001 Curry Road PA 15236
Golden Goblet,-79.7138685,40.442661,1741 Golden Mile Highway PA 15146
Domino's Pizza #4708,-79.9506585,40.452408,4631 Centre  Avenue PA 15213
Hunan Cafe,-79.887816,40.426677,1615  A  Braddock Avenue PA 15218
Northside Sportsmen's Assoc,-80.075322,40.66416,325 Mt Pleasant Road PA 15086
Club Imperium LLC,-80.0662905,40.476834,1107 Island  Avenue PA 15136
China Garden Buffet,-79.9182315,40.458537,6401 Penn Avenue PA 15206
PNC Park / Crow's Nest Bar #103,-80.0059815,40.446981,115 Federal Street PA 15212
Churn on Harts Run Road,-79.9137495,40.548933,3390 Saxonburg  Boulevard PA 15116
Domino's Pizza #4795,-80.0693685,40.440852,21 Foster Avenue PA 15205
St Clair Coffee Shop,-79.884081,40.292919,415 St Clair Avenue PA 15025
Duquesne UPMC Cooper Fieldhouse / Satellite Concession,-79.987887,40.437477,1304 Forbes Avenue PA 15282
California Taco Shop - Wexford,-80.0551575,40.618269,11000 Perry Highway PA 15090
Senti ,-79.9667775,40.463775,3473 Butler Street PA 15201
Denny's #9560,-79.950978,40.337874,271 Clairton Boulevard PA 15236
Keith-Holmes Memorial VFW Post 402,-80.162802,40.517208,412 Mulberry  Street PA 15108
Pelegrino's Pizza & Pasta,-80.0186175,40.530312,3275  Babcock  Boulevard PA 15237
Forbes Gyros,-79.9573815,40.441419,3715 Forbes Avenue PA 15213
Panda Express,-80.0113905,40.536198,7223 McKnight Road PA 15237
Burger King #671,-80.192115,40.542507,105 Ohio River  Boulevard PA 15143
The Diner,-80.1862155,40.39839,105 Clinton Avenue PA 15071
Subway Sandwiches & Salads #48654,-79.939065702999,40.6429625816321,500 Grandview Crossing PA 15044
Flavors Famous Street Food,-80.0315055,40.475862,3231 Brighton Road PA 15212
The Forge PGH / Pomegranate Catering,-79.9675785,40.462722,3345 Penn Avenue PA 15201
Taco Bell #31614,-79.8886755,40.42665,1603 Braddock Avenue PA 15218
Pasquale's Pizzeria,-79.815915,40.484664,6221 Saltsburg Road PA 15235
Fellini's Pizzeria,-79.936929,40.310838,1229 Route 51 (Clairton Blvd) PA 15025
Starbucks Coffee @ Liberty Center,-79.994889,40.444218,1000 Penn Avenue PA 15222
Dunkin Donuts #359540,-80.030637,40.412124,1523 Banksville Road PA 15216
Domino’s Pizza #9130,-79.753581,40.434786,4305 Northern Pike PA 15146
Pizza Shack,-79.9822305,40.372056,3546 Saw Mill Run Boulevard PA 15227
Melrose Tavern,-79.977771,40.38399,2712 Brownsville Road PA 15227
New India Grill,-79.7646470161294,40.4458000039492,4401 Old Wm Penn  Highway PA 15146
Mon Aimee Chocolat,-79.9831215,40.451832,2101 Penn Avenue PA 15222
Legends of the North Shore,-80.011809,40.454685,500 North Avenue PA 15212
Good Time Bar,-79.975908,40.495284,1304 Evergreen Avenue PA 15209
B P O E / Wilkins Elks Club #577,-79.8363135,40.427901,718 Brown Avenue PA 15145
What the Pho & Boba Tea Bar,-79.9031025,40.386231,3410 Main  Street PA 15120
Talia Cucina & Rosticceria,-79.9966575,40.441401,611 William Penn Place PA 15219
Waffles INCaffeinated ,-80.064936,40.325319,155 McMurray Road PA 15241
Omni William Penn Hotel / Mellon Square Coffee,-80.0026785,40.442418,530 Wm Penn Place PA 15219
Linx Bar and Lounge,-79.9813665,40.429089,1713 Carson  Street PA 15203
S & F Cafe,-79.986843,40.417479,104 Brownsville Road PA 15210
Five Stars Honduras Restaurant,-80.1698355,40.5198,809 5th Avenue PA 15108
New Golden Gate,-79.889265,40.29336,700 St. Clair Avenue PA 15025
Perfection At Its Best Catering,-79.883019,40.442949,764 Penn Avenue PA 15221
Bonfire Food & Drink,-79.97607,40.428306,2100 Carson Street PA 15203
Starbucks Coffee #7732,-80.094033,40.617189,105 VIP Drive PA 15090
Pizza Bistro,-79.858557,40.361895,1625 Pennsylvania  Avenue PA 15122
Duquesne UPMC Cooper Fieldhouse / Club Kitchen & Bar,-79.987887,40.437477,1304 Forbes Avenue PA 15282
McDonald's #14951,-80.2393245,40.440924,300 Market Place Drive PA 15071
Natrona Heights VFW / Post #894,-79.7093685,40.652496,894 Veterans Lane PA 15065
Pizza Romano,-79.956936,40.440672,219 Atwood Street PA 15213
Club Controversy,-80.023464,40.442184,1635 Carson Street PA 15219
Seoul Korean BBQ,-80.08074,40.411494,525 Main Street PA 15106
Brillobox,-79.954767,40.465548,4104 Penn Avenue PA 15224
Rivers Casino / BetRivers Sportsbook Bar,-80.0218575,40.447134,777 Casino Drive PA 15212
Novo Asian Food Hall / Tan Lac Vien 2,-79.98498,40.451868,1931 Smallman Street PA 15222
Pizza Lupo,-79.955478,40.479057,5123 Butler Street PA 15201
"DLCC / Hall A2 & Pantry A1; (2F08, 2F32) ",-79.9952445,40.445514,1000 Ft Duquesne Boulevard PA 15222
Pittsburgh Fish & Chicken,-80.036415,40.484439,1312 Benton Avenue PA 15212
Leaf & Bean,-79.9819695,40.452192,2200 Penn Avenue PA 15222
The Beerhive,-79.9827705,40.452156,2117 Penn Avenue PA 15222
Big Rig's BBQ,-79.76718,40.440483,226  Center  Road PA 15146
Cafe 412,-80.0330895,40.44168,400 Main  Street PA 15220
Garden Restaurant & Bar,-80.0073135,40.345839,4912 Gardenville Road PA 15236
Napa Prime Chophouse,-80.0768205,40.64985,101 Fowler Road PA 15086
Taipei Tokyo III,-79.7858865,40.434363,304 Mall Boulevard PA 15146
New Dragon,-80.108839525,40.367658297,3127 Washington Pike PA 15017
House of Soul Catering,-79.886835,40.400433,203 Whitaker Street PA 15120
Banger's Bar,-79.9340355,40.494735,812 Main  Street PA 15215
Noblemen Cigar Lounge,-79.8571485,40.462776,9805 Frankstown Road PA 15235
Arriviste Coffee Bar ,-79.9312455,40.45536,5730 Ellsworth Avenue PA 15232
Five Guys Burgers & Fries #61,-79.885467,40.488075,1029 Freeport Road PA 15238
Bento,-79.930629,40.456494,5811 Ellsworth Avenue PA 15217
Jabby Joe's,-80.07885,40.488912,1562 Island Avenue PA 15136
Mike's New Moon Saloon,-79.860933,40.625208,2059 Saxonburg Boulevard PA 15044
Genoa Pizza & Bar,-80.003952,40.438935,111 Market  Street PA 15222
Addison Avenue Catering & Take Out ,-79.847577,40.476762,4727 Verona Road PA 15147
McDonald's #24334,-79.9099155,40.412052,400 Waterfront Drive PA 15120
Cardello Kitchen ,-80.22924,40.512672,261 Moon Clinton  Road PA 15108
I Scream Shop,-79.8470775,40.414356,21 Yost Boulevard PA 15221
Saliba's Subs,-79.809327,40.540932,1401 Freeport Road PA 15024
Acrisure Stadium / 3.43.02-03 Steel City Grill #236,-80.01574,40.4467,500 Art Rooney Avenue PA 15212
Bubble Bee,-80.0556525,40.342446,301 South Hills Village PA 15241
Cookie Cookie Ice Cream,-80.095689,40.467906,1815 McKees Rocks Road PA 15136
Meet Bao 2,-79.9530975,40.454217,400 Craig Street PA 15213
Elia Mediterranean Grille,-80.090001,40.656825,400 Warrendale Village Drive PA 15086
Doug's Den,-79.985151,40.389273,2301 Brownsville Road PA 15210
Atarashi,-80.17452,40.449753,210 McHolme Drive PA 15275
Jersey Mike's Subs #8063,-80.0584875,40.632696,11978 Perry Highway PA 15090
Red Dragon,-79.924761,40.45851,213 Highland Avenue PA 15206
Chartiers Bend Retirement Community Dining ,-80.1094725,40.326138,1001 Hastings Park Drive PA 15017
Parkside Grill,-79.946760705,40.593633224,6044 William Flinn Highway PA 15007
The Club ,-80.2552682259999,40.496050833,Pgh Int'l Airport / SW-2B PA 15231
Sushi Kim 2 ,-80.000172,40.437432,110 Smithfield Street PA 15222
The Colombian Spot,-79.9585245,40.440591,3533 Forbes Avenue PA 15213
Nordstrom Ebar,-80.00847,40.542894,1000  Ross Park Mall Drive PA 15237
Rainbow Hibachi,-80.0750745,40.472874,807 1/2 Broadway Avenue PA 15136
Hog's Head Bar & Grill,-79.996212,40.482441,3433 Spring Garden Road PA 15212
Mediterra Cafe,-80.1808785,40.540365,430 Beaver Street PA 15143
Social House 7,-80.000406,40.444119,123 7th Street PA 15222
Papa Johns,-79.9659135,40.426569,2763 Carson Street PA 15203
Burger King,-80.0564985,40.426308,2379 Noblestown Road PA 15205
American Legion #618,-80.070363,40.470372,526 Broadway Avenue PA 15136
The Spot Etc,-79.8268095,40.466727,11675  B Frankstown  Road PA 15235
RIZE Sports,-80.216802,40.568796,1201 Brickworks Drive PA 15056
Treats & Beans,-80.068545,40.375512,1105 Bower Hill Road PA 15243
Popeye's Louisiana Kitchen,-79.97715,40.430061,2010 Wharton Street PA 15203
Olympia Banquet Hall,-79.837011,40.402854,1575 Electric Avenue PA 15112
Fish-Chix,-79.826436,40.362354,100 Westinghouse Avenue PA 15137
K-town Snack Bar,-79.9567425,40.44123,210 Oakland Avenue PA 15213
Fellini’s Pizzeria,-79.8866415,40.273191,107 2nd Avenue PA 15037
Woodfired,-79.9243335,40.462173,126 Highland Avenue PA 15206
Mambo Italia ,-80.180667,40.539681,424 Broad  Street PA 15143
Bella Frutteto,-80.0912385,40.613931,2569 Brandt School Road PA 15090
Jergel's Rhythm Grille,-80.082153,40.65471,103 Slade Lane PA 15086
Umami,-79.96419,40.466637,202 38th Street PA 15201
City Kitchen At Bakery Square,-79.9157295,40.456503,145 Bakery Square Boulevard PA 15206
Classic Chinese Cuisine,-80.1085545,40.365558,1025 Washington  Pike PA 15017
Pitt Eats Petersen Sports Complex ,-79.966998,40.444479,385 Champions Drive PA 15219
Jimmy John's #2682,-80.182782,40.450077,401 Home  Drive PA 15275
Pho SAIGON Cafe,-80.036424,40.328019,2822 South Park Road Road PA 15102
Jeni's Splendid Ice Cream,-79.915932,40.456881,173 Bakery Square Boulevard PA 15206
The Round Corner Cantina,-79.964226,40.466682,3720 Butler  Street PA 15201
Acrisure Stadium / 6.45.02-03 Goal Line Stand #538,-80.01574,40.4467,500 Art Rooney Avenue PA 15212
Ace Axe Throwing @ The Bank on 8th,-79.911306,40.407075,145 8th Avenue PA 15120
Burger King #3855,-79.976934,40.382361,2900 Brownsville Road PA 15210
Coven Brewing,-79.9570665,40.477257,4901 Butler Street PA 15201
Jersey Mike's Subs #8057,-80.2223955,40.501062,9898 University Boulevard PA 15108
Dunkin Donuts #347605,-79.756326,40.605318,301 10th Avenue PA 15084
CMU / Morewood Gardens / The Underground - Stack'd,-79.942815,40.445838,1060 Morewood Avenue PA 15213
PPG PAINTS Arena Event Level / 01.25.01 Casamigos Club,-79.9895835,40.439493,1001 5th Avenue PA 15219
Acrisure Stadium / 6.41.02-03 Grid Iron Grill #533,-80.01574,40.4467,500 Art Rooney Avenue PA 15212
Taj Mahal,-80.0184375,40.547457,7795 McKnight Road PA 15237
Pizza King,-79.9044975,40.383378,3814 Main Street PA 15120
Pita My Shawarma Restaurant,-79.9642845,40.466601,3716 Butler  Street PA 15201
Yinz Coffee,-80.006508,40.455684,2 North  Avenue PA 15212
98 K Burger,-79.9204095,40.438242,5867 Forbes Avenue PA 15217
American Legion Post #760,-80.0306325,40.344687,2409 Bethel Church Road PA 15102
Firewhistle Brewing,-79.8866415,40.273191,107 2nd Avenue PA 15037
Pittsburgh Botanic Garden / Welcome Center Canopy Cafe,-80.1718245,40.41738,800 Pinkerton Run Road PA 15071
Xtra Innings Sports Bar & Grille,-79.843185,40.650435,1590 Saxonburg  Boulevard PA 15084
"Inferno Pizza, Pasta & Wings ",-79.8785775,40.265028,957 Hayden Boulevard PA 15037
Spencer's Down Under,-79.9281945,40.370427,426 Lebanon Road PA 15122
Capri Pizza of Homestead,-79.910541,40.406346,814 Amity Street PA 15120
One Mellon Cafe,-79.9958925,40.439646,500 Grant Street PA 15219
Sushi Go,-79.9462575,40.51107,890 Butler Street PA 15223
Grim Wizard Coffee ,-79.9924275,40.42152,1206 Arlington  Avenue PA 15210
Froggy's Bar,-79.9508565,40.462326,4602 Liberty Avenue PA 15224
Five Guys Burgers & Fries,-80.2223955,40.501062,9898 University Boulevard PA 15108
Monterey Pub,-80.01324,40.455621,1227 Monterey  Street PA 15212
Ritual House,-80.0028675,40.442382,524 Wm Penn Place PA 15219
