facility_name,x,y,address
7 - 10 Lounge,-79.821018,40.383603,1501 Highwood Avenue PA 15137
Starbucks Coffee #787,-79.957602,40.440933,3618 Forbes  Avenue PA 15213
Downey's House,-80.145387,40.443975,6080 Steubenville Pike PA 15136
Subway Sandwiches & Salads #10251,-79.9620525,40.52556,1708 Mt Royal Boulevard PA 15116
1311,-79.984827,40.428999,1311 Carson Street PA 15203
Arby's #8042,-80.222661,40.502529,9100 University Blvd PA 15108
Hoots Again,-79.8429555,40.330719,3115 Walnut Street PA 15132
Gab & Eat Restaurant,-80.083053,40.397751,1073 Washington Avenue PA 15106
Subway Sandwiches & Salads,-79.9766235,40.337388,322 Curry Hollow Road PA 15236
Jet's Pizza #399,-80.044308,40.398471,1810 Dormont Avenue PA 15216
The Fireside Inn,-80.089155,40.439871,4214 Steubenville Pike PA 15205
Chev & Rachel's Family Diner,-80.098731,40.513014,231 Center Avenue PA 15202
Mechanic Coffee Company,-79.8440895,40.505166,707 Railroad  Avenue PA 15147
Max's Allegheny Tavern,-79.9997625,40.45518,537 Suismon Street PA 15212
Roma Italian Restaurant,-79.866693,40.581288,928 Route 910 PA 15051
Eddie's Restaurant & Lounge,-79.785441,40.394466,509 Wall  Avenue PA 15148
Fox Chapel Golf Club,-79.877817,40.522932,426 Fox Chapel Road PA 15238
Crepes Parisiennes,-79.948674,40.446063,207 S Craig  Street PA 15213
Kennywood / Doc Popcorn,-79.8650325,40.38543,4800 Kennywood Boulevard PA 15122
Kennywood / Auntie Anne's,-79.8650325,40.38543,4800 Kennywood Boulevard PA 15122
Kennywood / Golden Nugget,-79.8650325,40.38543,4800 Kennywood Boulevard PA 15122
The Flaugherty House,-80.218647,40.539573,147 Flaugherty Run Road PA 15108
12th Tee Snack Bar,-79.858719,40.481325,400 Longue Vue Drive PA 15147
Big Shot Bob's ,-79.9329015,40.494717,918 Main St PA 15215
Pizza Marsala,-79.7823495,40.435578,2677B Monroeville Blvd PA 15146
Dunkin Donuts #348700,-79.956333,40.442202,3907 Forbes Avenue PA 15213
China Wok Brentwood,-79.981533,40.366503,4060 Brownsville Road PA 15227
New Amsterdam,-79.959546,40.472154,4421 Butler Street PA 15201
Pasquale's Pizzeria,-79.94826,40.594572,4731 Route 8 PA 15101
Adrian's Pizza / Mazzotta Winery,-79.941042,40.634865,4092 Gibsonia  Road PA 15044
Mulligan's,-79.9323705,40.360968,1013 Lebanon Rd PA 15122
Big Shot Bob's House of Wings,-80.1541665,40.513419,1534 5th Avenue PA 15108
Club Elegance,-79.866234,40.401198,804 Braddock Avenue PA 15104
Chipotle Mexican Grill #1146,-79.947405,40.454244,4800 Baum Boulevard PA 15213
Bartram House Bakery,-80.0563635,40.633335,2000 Village Run Road PA 15090
Denny's #8593,-79.8344145,40.538313,2701 Freeport Road PA 15238
Napoli Pizzeria ,-79.923024,40.434417,2006 Murray Avenue PA 15217
Zuko's Pizza,-80.1638865,40.517442,1009 5th Ave PA 15108
Market Street Grocery,-80.0023815,40.441167,435 Market Street PA 15222
Sushic @ Giant Eagle #40,-79.934364,40.456602,5550 Centre  Avenue PA 15232
Domino's Pizza #9074,-80.03853,40.516047,1019 West View Park Drive PA 15229
Zen's Noodle House ,-79.958583,40.440555,3531 Forbes  Avenue PA 15213
Dunkin Donuts #1813,-80.2552682259999,40.496050833,Pgh Int'l Airport / LT-03 PA 15231
Einstein Bros Bagels @ Koppers,-79.995564,40.442103,436 7th Avenue PA 15219
Masonic Village / Clubhouse & Grill Room,-80.142714,40.530024,1000 Masonic  Drive PA 15143
O'Leary's,-79.9836165,40.428675,1412 Carson Street PA 15203
Gali's Gyro & Grill,-79.9617915,40.339566,71 Clairton Boulevard PA 15236
Ramen Bar,-79.920621,40.43781,5860 Forbes Avenue PA 15217
Rivers Casino / Casino Service Bar #3,-80.0218575,40.447134,777 Casino Dr PA 15212
Pizza Palermo,-80.069355,40.439529,45 Foster Avenue PA 15205
Driftwood Oven,-79.965252,40.465899,3615 Butler Street PA 15201
Jays Lounge,-79.977906,40.447161,2176 Webster Avenue PA 15219
Bishop's Pizza III,-79.7953005,40.373856,1428 Lincoln Highway PA 15137
Coriander,-79.922934,40.432698,2201 Murray  Avenue PA 15217
Grandma B's Cafe,-79.970526,40.448772,2537 Wylie Avenue PA 15219
Royal Myanmar Restaurant ,-80.0309475,40.518585,644 Center Avenue PA 15229
Pizza Americana ,-80.089128,40.388562,1917 Railroad Street PA 15106
Big Dog Coffee,-79.9667055,40.425957,2717 Sarah  Street PA 15203
Library Tasty Creme,-80.0278515,40.290309,6365 Library Road PA 15129
Golden Wok Inn,-80.0272035,40.342914,4976 Library Road PA 15102
Mecka Fitness and Nutrition,-80.043642,40.385808,439 Washington  Road PA 15228
Tiger Heart Grill,-79.8305895,40.351311,699 O'Neil Boulevard PA 15132
Asian Cuisine,-79.767117,40.390011,4528 Broadway Boulevard PA 15146
Howl at the Moon,-80.0002305,40.443885,125 7th Street PA 15222
Leon's Caribbean Restaurant,-79.992837,40.421916,823 Warrington Avenue PA 15210
Maenam Thai,-79.861365,40.493538,330 Freeport Rd PA 15238
Turkish Kebab House ,-79.9221915,40.438233,5819 Forbes Avenue PA 15217
Rich's Parkside Den,-79.827462,40.310631,1907 Donner  Street PA 15135
Dunkin Donuts #349884,-79.9876485,40.392603,2134 Brownsville Road PA 15210
Frick Park Tavern,-79.8940665,40.432644,1100 Braddock Avenue PA 15218
Starbucks Coffee #50119,-79.9476525,40.3353,428 Clairton Boulevard PA 15236
Spirit Lodge,-79.956558,40.478652,242 51st Street PA 15201
"Peace, Love, & Little Donuts",-80.057322,40.630068,11915 Perry Highway PA 15090
King Crust ,-80.068545,40.375512,1105 Bower Hill Road PA 15243
Vincent's Pizza Park,-79.8447285,40.41054,998 Ardmore Boulevard PA 15221
Rivers Casino / 44Six Club,-80.0218575,40.447134,777 Casino Dr PA 15212
Five Guys Burgers & Fries #1613,-79.777773,40.43862,3845 Northern  Pike PA 15146
Thai Cottage,-79.8935985,40.43259,1109 Braddock  Avenue PA 15218
Forgotten Taste Pierogies,-80.0584875,40.632696,11978 Perry Highway PA 15090
The Gyro Shop,-80.0595945,40.631571,12027 Perry Highway PA 15090
EBA Club,-79.8523605,40.349151,721 White Street PA 15132
Italian Village Pizza / Shake Shop,-79.956927,40.325841,580 Old Clairton Rd PA 15236
Fox's Pizza Den,-79.835094,40.280994,200 Swiss Way PA 15037
Kung Fu Chicken,-79.9342155,40.452192,709 Bellefonte Street PA 15232
Youghiogheny Country Club,-79.814709,40.300029,1901 Greenock - Buena Vista  Road PA 15135
Denny's #8168,-80.0120025,40.538403,7319 McKnight Road PA 15237
Papa Allen's / Papa Bar,-80.000604,40.437468,105 Smithfield Street PA 15222
Dunkin Donuts #353396,-80.1054495,40.366656,1098 Washington Pike PA 15017
First Watch Restaurant #163,-80.120493,40.358043,160 Millers Run Road PA 15017
Azul Bar Y Cantina,-80.2102545,40.566447,122 Broad  Street PA 15056
Gasoline Street Coffee Co,-79.995384,40.435533,643 1st Avenue PA 15219
Fundaze Backbar,-79.9966935,40.293765,2550 Brownsville Road PA 15129
Wendy's Old Fashioned Hamburgers #2360,-80.2226565,40.506012,8703 University Boulevard PA 15108
802 Bean Company,-80.020053,40.393503,802 Brookline Boulevard PA 15226
Bad Azz BBQ Commissary,-79.957071,40.410909,1000 Becks Run Road PA 15210
McDonald's #6822,-80.114589,40.353723,3023 Washington  Pike PA 15017
Vocelli Pizza ,-79.8861375,40.421979,2011 Waverly Road PA 15218
Arby's #8079,-79.942419,40.455936,5189 Baum Boulevard PA 15224
Baby Loves Tacos  ,-79.951626,40.462785,4508 Liberty Avenue PA 15224
Five Guys Burgers & Fries #1798,-80.120493,40.358043,160 Millers Run Road PA 15017
Kennywood / Parkside Café & Patio,-79.8650325,40.38543,4800 Kennywood Boulevard PA 15122
Little Caesars Pizza #145,-80.001792,40.358232,5301 Grove  Road PA 15236
Zen Asian Diner,-79.955433,40.478364,5100 Butler Street PA 15201
McDonald's #33806,-79.8896745,40.48695,907 Freeport  Road PA 15238
Yesterday's Bar & Restaurant,-79.94241,40.425696,501 Greenfield Avenue PA 15207
PPG PAINTS Arena / #105 Polish Hill Grill Portable,-79.9895835,40.439493,1001 5th Avenue PA 15219
Geppetto Cafe,-79.960914,40.470093,4121 Butler  Street PA 15201
The Abbey On Butler Street,-79.9583805,40.47381,4635 Butler  Street PA 15201
McDonald's #5834,-80.0264115,40.398786,2518 West Liberty Avenue PA 15226
Kennywood / The Lucky,-79.8650325,40.38543,4800 Kennywood Boulevard PA 15122
Kennywood / Midway Refreshment Stand,-79.8650325,40.38543,4800 Kennywood Boulevard PA 15122
Rodi Lounge,-79.827696,40.449591,604 Tulip Road PA 15235
Ice Castle Bar ,-80.0265465,40.366368,990 Castle Shannon Boulevard PA 15234
The Coal Mine,-80.009028,40.371696,3160 Library  Road PA 15234
Taco Bell #033089,-79.9455555,40.511484,880 Butler Street PA 15223
Las Velas,-80.0021205,40.44096,21 Market Square PA 15222
Meat & Potatoes,-80.0011485,40.443192,649 Penn Avenue PA 15222
DQ Grill & Chill,-79.7881545,40.427838,2525 Monroeville Boulevard PA 15146
PNC Park / Pirates Players Lounge ,-80.0059815,40.446981,115 Federal Street PA 15212
Stoke's Grill,-80.0058105,40.520826,4771 McKnight Road PA 15237
Double S Saloon,-79.849746,40.349925,610 Evans Ave PA 15132
Chipotle Mexican Grill #1089,-79.9458705,40.333365,509 Clairton Boulevard PA 15236
Elwood's Pub,-79.827939,40.589235,163 Little Deer Creek  Road PA 15075
Lorenz Cafe,-80.039763,40.44483,718 Lorenz Avenue PA 15220
"Hook, Fish & Chicken",-79.8271695,40.46526,11644 Frankstown Road PA 15235
One PNC Café ,-80.0005545,40.441203,249 5th Avenue PA 15222
Nicky's Thai Kitchen,-80.0162325,40.452174,856 Western Avenue PA 15233
Corner Cafe,-79.984098,40.421934,2500 18th Street PA 15203
Moon Golf Club,-80.188704,40.482486,505 McCormick Rd PA 15108
PPG Cafeteria,-79.949853,40.57236,4325 Rosanna Drive PA 15101
Vocelli Pizza Store #13,-79.84395,40.514193,201 Allegheny  Avenue PA 15139
Jersey Mike's Subs #8032,-80.0216955,40.332375,5255 Library Road PA 15102
Starbucks Coffee,-80.2552682259999,40.496050833,Pgh Int'l Airport / AC-30 PA 15231
Rivers Casino / Team Dining Room,-80.0218575,40.447134,777 Casino Dr PA 15212
Bishop's Pizza #9,-79.7144985,40.44726,1811 Golden Mile Hwy PA 15239
Insomnia Club & Banquet Hall,-80.019783,40.393305,810 Brookline Boulevard PA 15226
Bishop's Corner Cafe,-80.135226,40.430808,4701 Campbells Run  Road PA 15205
The Lot @ Edgewater,-79.843869,40.513311,145 Allegheny  Avenue PA 15139
Old Headz,-79.9893855,40.399902,1532 Brownsville Road PA 15210
Fox's Pizza ,-79.8335055,40.608666,908 Little Deer Creek  Valley Road PA 15076
Berry Fresh ,-79.922817,40.437468,1717 Murray  Avenue PA 15217
Pauline's Caribbean Soul Cuisine,-80.006526,40.456125,1204  Federal Street PA 15212
Niko's Lounge,-80.0220555,40.516254,342 Center Avenue PA 15229
Veltre's Pizza ,-79.8650055,40.422456,1268 Brinton Road PA 15221
Chipotle Mexican Grill #2410,-79.9481115,40.444641,4611 Forbes  Avenue PA 15213
Grand Central Pizza,-79.8375105,40.272372,601 Scenery Dr PA 15037
Rivers Casino / Casino Service Bar #1,-80.0218575,40.447134,777 Casino Dr PA 15212
Rivers Casino / Drum Bar,-80.0218575,40.447134,777 Casino Dr PA 15212
Rivers Casino / Flipt,-80.0218575,40.447134,777 Casino Dr PA 15212
Smokey's Tavern,-79.975395,40.480893,139 Howard Street PA 15209
Gianna Via's Restaurant and Bar ,-80.001792,40.358232,5301 Grove Road PA 15236
Starbucks Coffee #10052,-80.1734715,40.450248,300 Davis Boulevard PA 15275
Toss Pizza & Wings,-80.0651835,40.325994,145 McMurray  Road PA 15241
Cafe Americano,-80.0346375,40.368717,300 Mt Lebanon Boulevard PA 15234
Wang's Kitchen,-79.975233,40.373163,3625 Brownsville Road PA 15227
Senyai Thai Kitchen,-79.9288425,40.457619,5865 Ellsworth Avenue PA 15232
Cuddy VFW Post #586,-80.158365,40.348206,637 Millers Run Road PA 15031
Dunkin Donuts #356437,-79.71444,40.44654,1803 Golden Mile Highway PA 15239
Fellini's Pizzeria ,-79.7636182142959,40.4461174908379,4415 Old Wm Penn  Highway PA 15146
Dunkin Donuts #343581,-80.055288,40.62051,11175 Perry Highway PA 15090
Auntie Anne's / Cinnabon PA #265,-80.2552682259999,40.496050833,Pgh Int'l Airport / NE-1 PA 15231
Mama Meatball's Pizzeria,-79.834752,40.423968,623 Brown Avenue PA 15145
Pasquale's Pizzeria,-79.9029315,40.489614,309 Freeport Road PA 15215
Yough Country Club / 19th Hole,-79.814709,40.300029,1901 Greenock Buena Vista Rd PA 15135
Subway Sandwiches & Salads #32742,-79.8936525,40.446324,7714 Penn  Avenue PA 15221
Goodfellas Restaurant & Tavern ,-79.887321,40.422429,1915 McCague Street PA 15218
The Coffee Tree Roasters,-79.8826635,40.488471,48 Fox Chapel Road PA 15238
The Bar,-79.754805,40.601664,202 5th Avenue PA 15084
Rowdy BBQ,-79.9827705,40.370166,3900 Saw Mill Run  Boulevard PA 15227
Rivers Casino / Spiral Bar,-80.0218575,40.447134,777 Casino Dr PA 15212
Max N Odi's,-79.8927435,40.327533,500 Monongahela Ave PA 15045
Semple Street Pizza,-79.954803,40.436793,410 Semple Street PA 15213
Everyday Cafe ,-79.898157,40.453299,532 Homewood Avenue PA 15208
Smoothie King #1364,-80.055153,40.620852,11199 Perry Highway PA 15090
Taco Bell #32287,-80.032257,40.517019,807 West View Park  Drive PA 15229
Chipotle Mexican Grill #2268,-80.0231985,40.568787,8870 Covenant Avenue PA 15237
The Foundry Table & Tap,-80.011305,40.445721,381 North Shore Drive PA 15212
Rupe's Roadhouse,-80.0900955,40.518441,325 Camp Horne Road PA 15202
Mount Everest ,-79.9572825,40.441599,128 Oakland  Avenue PA 15213
Dorothy 6 Blast Furnace Cafe,-79.909812,40.407273,224 8th  Avenue PA 15120
LA Fitness / NRGIZE Lifestyle Cafe #2651,-79.768809,40.437261,4100 William Penn  Highway PA 15146
Stage AE / Concession Stand,-80.0123355,40.446261,400 North Shore Drive PA 15212
Showcase BBQ,-79.9059825,40.458114,6800 Frankstown  Avenue PA 15208
Mario's East Side Saloon & Restaurant,-79.9338735,40.450977,5442 Walnut Street PA 15232
Ron's Pizza Palace,-79.9839135,40.462002,1535 Lowrie  Street PA 15212
Chipotle Mexican Grill #1533,-80.0019585,40.440636,211 Forbes Avenue PA 15222
LowKey Taco,-80.1808245,40.446261,690 Chauvet Drive PA 15275
Stage AE / Backstage Kitchen,-80.0123355,40.446261,400 North Shore Drive PA 15212
Aunt Cheryl's Cafe,-79.8650325,40.401405,416 Library  Street PA 15104
Carmody's Grille ,-80.1253215,40.510017,4905 Grand Avenue PA 15225
Mitch's Barbeque ,-80.082189,40.652712,16070 Perry Highway PA 15086
Caffe Mona La Bistro,-79.954281,40.465629,4200 Penn Avenue PA 15224
Panera Bread #4003054,-80.022348,40.56858,8800 Covenant Avenue PA 15237
"Hook, Fish & Chicken",-80.07318,40.472568,700 Broadway  Avenue PA 15136
J Gough's Tavern,-79.928559,40.422744,4213 Murray  Avenue PA 15217
Eat'n Park #2,-80.0649495,40.494177,1002 Ohio River Boulevard PA 15202
Characters ,-79.9782975,40.384719,2622 Brownsville Road PA 15227
Subway Sandwiches & Salads #65130,-79.9431075,40.500459,550 Butler  Street PA 15223
Goodfellas Deli & Draft House,-80.1059355,40.553145,1518 Mt Nebo Road PA 15143
Domino's Pizza #4710,-79.923402,40.461741,119 Sheridan Avenue PA 15206
Thai Touch Kitchen,-80.044047,40.381326,665 Washington  Road PA 15228
Piacquadio's Italian Restaurant & Lounge,-80.0346375,40.368717,300 Mt Lebanon  Boulevard PA 15234
Pin High Pub @ Hickory Heights Golf Club,-80.1410355,40.34097,116 Hickory Heights Drive PA 15017
Little Tokyo Bistro,-79.975314,40.428126,2122 Carson  Street PA 15203
Pizza Burgh,-79.843626,40.33116,3019 Walnut  Street PA 15132
Grand Brew,-80.0072090689999,40.4296947500001,122 Shiloh Street PA 15211
Keystone Cafe,-80.1021015,40.657698,5000 Ericsson Drive PA 15086
Grant St Tavern,-79.997535,40.437648,310 Grant Street PA 15219
Sushic @ Giant Eagle #43,-80.0543205,40.63221,155 Towne Centre Drive PA 15090
Subway Sandwiches & Salads #36783 ,-80.095851,40.386888,2200 Washington Pike PA 15106
Panera Bread #4003057,-80.001792,40.358232,5301 Grove Road PA 15236
Frenchi's Deli,-79.952634,40.437225,449 Atwood Street PA 15213
Apteka ,-79.949322,40.46571,4606 Penn  Avenue PA 15224
Streets on Carson,-79.9866315,40.428603,1120 Carson Street PA 15203
Milano's Pizza,-79.9579825833368,40.5540216642165,3616 Wm Flynn Highway PA 15101
Big Shot Bob's,-80.061849,40.503618,344 Union Avenue PA 15202
Muddy Waters Oyster Bar,-79.924293,40.462263,130 Highland  Avenue PA 15206
Target #2385 / Food Avenue Express ,-79.8364305,40.538358,2661 Freeport  Road PA 15238
DiBellas Old Fashioned Submarines,-80.158761,40.448061,6501 Steubenville Pike PA 15205
Cop Out Pierogies,-79.9440615,40.496211,350 Butler Street PA 15223
Cafe Notte,-80.0916885,40.509684,8070 Ohio River Boulevard PA 15202
The Goldmark,-79.959168,40.472748,4517 Butler Street PA 15201
Commonplace Coffee ,-80.0147835,40.457034,1501 Buena Vista  Street PA 15212
Benny Fierro's ,-79.9788375,40.428423,1906 Carson Street PA 15203
Lost & Found Soda Fountain,-79.8298335,40.465044,11555 Frankstown  Road PA 15235
Panda Express #2767,-79.7653125,40.439259,4155 William Penn  Highway PA 15146
Yuzu Kitchen,-80.001306,40.439709,409 Wood Street PA 15222
Papa John's Pizza #731,-80.022195,40.329855,5300 Library Road PA 15102
Subway Sandwiches & Salads #7950 @ WalMart,-80.2241415,40.515597,7500 University  Boulevard PA 15108
McDonald's #2842,-79.835733,40.320954,4235 Walnut  Street PA 15132
Palmer's Pizza ,-79.805574,40.336083,2001 Lincoln Way PA 15131
Serafina's,-80.110008,40.35843,423 Railroad Street PA 15017
Mansions on Fifth Hotel Oak Room Pub,-79.938342,40.448097,5105 5th Avenue PA 15232
Giovanni's Pizza & Pasta,-80.002215,40.443462,123 6th Street PA 15222
Knuckleheads,-80.031402,40.544595,146 Three Degree Road PA 15237
Chatham University / Eastside Cafe,-79.9128585,40.454595,6585 Penn  Avenue PA 15206
Oakmont Deli & Specialty Foods,-79.842492,40.518045,512 Allegheny River Boulevard PA 15139
Asian Garden,-80.0291475,40.358934,4136 Library  Road PA 15234
Garvey's,-79.973982,40.423086,41 Sterling St PA 15203
McKeesport Beer Barrel,-79.8603165,40.351554,545 5th Avenue PA 15132
"Hook, Fish & Chicken",-79.8227865,40.38813,209 Loews  Drive PA 15137
AFC Sushi @ Children's Hospital,-79.9529895,40.466421,4401 Penn Avenue PA 15224
Panera Bread #4003026,-79.944057,40.603014,4960 Route 8 PA 15101
Moe's Southwest Grill,-80.023311,40.333419,5211 Library Road PA 15102
Springhill Suites Restaurant & Lounge ,-79.9149285,40.456827,134 Bakery Square  Boulevard PA 15206
Dunkin' Donuts #355104,-80.065827,40.494744,940 Ohio River  Boulevard PA 15202
The Lindsay Theater,-80.1820215,40.540257,418 Walnut  Street PA 15143
Blue Flame Cafe @ Peoples Center ,-80.011116,40.445757,375 North Shore  Drive PA 15212
Highpointe @ Rebecca,-79.893918,40.602222,1871 Highpointe Lane PA 15101
Dunkin Donuts #357081,-79.8503895,40.420503,2065 Ardmore Boulevard PA 15221
64 Bridge St,-79.9417215,40.496562,64 Bridge  Street PA 15223
Strange Roots Experimental Ales,-79.968177,40.47876,501 Ohio Street PA 15209
Panera Bread #4003011,-79.8925365,40.489119,942 Freeport Road PA 15238
Philly Pretzel Factory,-80.102196,40.368519,1150 Washington Pike PA 15017
Freedom Square Diner #2,-79.844949,40.498713,148 Allegheny River  Boulevard PA 15147
Starbucks Coffee #28845,-79.9483815,40.592079,4655 Route 8 PA 15101
Crafton Ice Cream Delight ,-80.069184,40.438413,38 Steuben  Street PA 15205
The Tower Cafe @ PNC Plaza ,-80.000289,40.440519,300 5th Avenue PA 15222
Pittsburgh North Fitness ,-80.0810955,40.651002,16055 Perry Highway PA 15090
Subway Sandwiches & Salads #31930,-80.085141,40.397031,1160 B Washington Avenue PA 15106
Bill's Bar & Burger,-79.9939935,40.444569,1001 Liberty Avenue PA 15222
Anchor & Anvil Coffee ,-80.1631485,40.516875,1032 5th  Avenue PA 15108
R Bar,-80.0336115,40.395267,2883 West Liberty Avenue PA 15216
Barnes & Noble Booksellers #2367,-80.1487395,40.439907,800 Settlers Ridge Center Drive PA 15205
Chipotle Mexican Grill #2148,-80.054316,40.622985,11359 Perry Highway PA 15090
Zoll Cafe ,-79.868718,40.497534,121 Gamma Drive PA 15238
Kennywood / Pagoda / Blizzard Blast Creamery ,-79.8650325,40.38543,4800 Kennywood Boulevard PA 15122
Pizza Hut #033949,-79.9431075,40.500459,550 Butler Street PA 15201
Pizza Hut #033967,-80.222634,40.507254,8609 University  Boulevard PA 15108
Ephesus Mediterranean Kitchen,-80.0022915,40.439979,219 4th Avenue PA 15222
Emmerling Ice Cream,-79.868034,40.582062,932 Route 910 PA 15024
Mickey's Place & Kennedy Lanes Bowling Center,-80.0859645,40.475232,1625-1627 Pine Hollow  Road PA 15136
Dunkin Donuts #348993,-79.996014,40.441086,601 Grant Street PA 15219
Bobby P'S Inn The Ruff,-79.815735,40.484583,6229 Saltsburg Road PA 15235
Nox's Tavern & Grille ,-79.862652,40.492476,720 Blaw  Avenue PA 15238
Penn Station East Coast Subs,-79.7618157470687,40.4395460028329,4203 Wm Penn Highway PA 15146
The Boulevard Lounge,-80.0139825,40.391955,1150 Brookline Boulevard PA 15226
Arctic Avenue,-79.818966,40.366998,3446 5th Avenue PA 15137
Genuine Pub,-79.853373,40.484043,111 Sandy Creek Road PA 15147
Bar Marco,-79.981551,40.45248,2216 Penn Avenue PA 15222
A J Bambino,-80.2154534995707,40.5120947459125,910 Beaver Grade Road PA 15108
The Summit,-80.00757,40.430718,200 Shiloh  Street PA 15211
Genji Sushi @ Whole Foods Market,-80.052912,40.612257,10576 Perry Highway PA 15090
Subway Salads & Sandwiches #56580,-80.0664615,40.536135,264 Mt Nebo Pointe Drive PA 15237
Jesse's Ice Shoppe/Frankstown Pizza,-79.822071,40.481352,12911 Frankstown  Road PA 15235
Subway Sandwiches & Salads #21414,-79.9657875,40.426479,2771 E Carson St PA 15203
Waffallonia ,-79.9228035,40.437702,1709 Murray  Avenue PA 15217
Shooti's Bar & Grille,-79.7448375,40.477761,100 J Boyce Park Drive PA 15239
Corner Mercantile ,-80.000541,40.440285,472 Wood Street PA 15222
Le Petit Chocolat & Cafe,-79.97733,40.428396,2004 Carson Street PA 15203
Down the Road Lounge,-79.7694075,40.485366,700 Unity Center Rd PA 15239
Asian Cafe ,-80.033184,40.36914,701 Cooke Drive PA 15234
Subway Sandwiches & Salads #25126,-80.157114,40.454541,100 Robinson Centre Drive PA 15205
Le Mardi Gras,-79.9346655,40.451265,731 Copeland  Street PA 15232
Universal Pizza,-79.7874165,40.47183,2558 Universal Rd PA 15235
UPMC Presbyterian / Starbucks #7190,-79.9609275,40.442238,200 Lothrop Street PA 15213
Dunkin Donuts #350871,-79.8344325,40.356171,2525 5th Avenue PA 15132
The Rose Bar & Grille,-79.7831955,40.323987,2811 Lincoln Way PA 15131
Boonda's Hometown Pizza,-79.8725115,40.368213,5622 Homeville Road PA 15122
Al's Cone Zone,-79.9178985,40.315986,1211 State Route 885 PA 15025
Subway Sandwiches & Salads,-79.9575075,40.441347,3707 Forbes  Avenue PA 15213
Chai's Pittsburgh Fusion,-80.2552682259999,40.496050833,Pgh Intl Airport / AC-2A PA 15231
Pittsburgh Popcorn Co,-80.00847,40.542894,1000 Ross Park Mall Drive PA 15237
Fawn Tavern,-79.7711355,40.639689,5012 Bull Creek  Road PA 15084
Slice on Broadway,-79.9247025,40.459806,6004 Centre Avenue PA 15206
Panera Bread #4003023,-79.7651708016681,40.4383514678036,4172 Wm Penn  Highway PA 15146
Panera Bread #4003014,-79.8131856562607,40.4292840200347,3432 Wm Penn Highway PA 15235
Noodles & Company,-80.0018235,40.440906,476 McMasters Way PA 15222
Erin's Fine Foods Deli,-80.000028,40.441995,210 6th Avenue PA 15222
Slicks Capitol Bar & Grill,-80.0184555,40.405257,101 Capital Avenue PA 15226
Pizza Pronto,-80.0706285,40.502259,518 California Avenue PA 15202
Marroni's,-80.2122705,40.56741,1 Ohio River Boulevard PA 15056
Kynor's Korner Cafe,-79.8378165,40.321134,4235 3rd  Street PA 15132
Poulet Bleu,-79.966188,40.464531,3517 Butler Street PA 15201
Port Vue Pub,-79.8675615,40.336533,305 Laredo St PA 15133
Dunkin Donuts #349049,-79.9772265,40.336713,360 Curry Hollow Road PA 15236
Egghead's Saloon,-80.0134605,40.391946,1162 Brookline Boulevard PA 15226
Rum Monkeys Bar,-79.9171425,40.25961,1617 State Street PA 15025
The Green Mango,-79.810164,40.430673,3461 William Penn Highway PA 15235
The Pie Place,-80.0532495,40.349079,1775 Highland Road PA 15241
Walter's Southern Kitchen,-79.959429,40.472568,4501 Butler Street PA 15201
Saxon Inn,-79.715151,40.637979,1210 Saxonburg Road PA 15065
AVI Cafeteria & Market @ Bechtel Plant Machinery ,-79.7819355,40.425759,3500 Technology Drive PA 15146
Selami's Turkish Kebab House,-79.9363935,40.456791,5501 Centre  Avenue PA 15232
Acrisure Stadium / Francos Pizza + Pub 33,-80.0144595,40.446774,120 Art Rooney  Avenue PA 15212
Di's Kornerstone Diner,-79.8329295,40.323699,620 Long Run Road PA 15132
The Corner Donut Shop,-79.8318225,40.347063,1709 Eden Park Boulevard PA 15132
Spirits & Tales Restaurant @ The Oaklander Hotel,-79.9552215,40.444992,5130  Bigelow  Boulevard PA 15213
Mike's Beer Bar,-80.0039925,40.448043,110 Federal Street PA 15212
Capezzuto's Pizza,-79.9428825,40.425255,422 Greenfield Avenue PA 15207
PNC Park / 00.34.01 In-Seat Service ,-80.0059815,40.446981,115 Federal  Street PA 15212
PNC Park / 01.32.03 Press Dining Kitchen  ,-80.0059815,40.446981,115 Federal Street PA 15212
Flamer's Grill,-79.7960295,40.42926,200 Mall Circle Drive PA 15146
Ice Castle Snack Bar,-80.0265465,40.366368,990 Castle Shannon Boulevard PA 15234
Hunan King,-79.961697,40.525047,1700 Mt Royal Boulevard PA 15116
Butcher & The Rye,-80.0021565,40.442238,212 6th Street PA 15222
Pizza Pronto AKA Olive's Mediterranean Pizza & Gyro,-79.9516125,40.452138,4611 Centre Avenue PA 15213
Saigon 88 Express,-80.126748,40.450491,5500 Steubenville Pike PA 15136
McClellands Public House,-80.155467,40.348161,611 Millers Run Road PA 15031
Thai & Noodle Outlet,-79.9223715,40.438233,5813 Forbes Avenue PA 15217
Pigeon Bagels,-79.9270065,40.432833,5613 Hobart Street PA 15217
East End Brewing Company,-79.9117425,40.45923,147 Julius Street PA 15206
The Milk Shake Factory ,-79.924707,40.461183,6000 Penn Avenue PA 15206
Crafthouse Stage & Grill @ Legacy Lanes,-79.9964955,40.350033,5024 Curry Road PA 15236
Backdraft Bar & Grille,-79.967475,40.386096,3049 Chuchview Avenue PA 15227
Cilantro & Ajo Venezuelan Street Food,-79.989678,40.428828,901 Carson Street PA 15203
Xpress Mart & Deli,-80.183637,40.396959,105 Seminary Avenue PA 15071
Subway Sandwiches & Salads #18944,-80.0644275,40.494627,971 Ohio River Boulevard PA 15202
